X,Y,Z,id,vertex_index,vertex_part,vertex_part_ring,vertex_part_index,distance,angle
-70,65,0,"12","1","0","0","1",5.00000000000000,135.00000000000000
-70,59.5,0,"12","2","0","0","2",10.50000000000000,225.00000000000000
-75,59.5,0,"12","3","0","0","3",15.50000000000000,315.00000000000000
-75,65,0,"12","4","0","0","4",21.00000000000000,45.00000000000000
-70,57,0,"13","0","0","0","0",0.00000000000000,315.00000000000000
-70,65,0,"13","1","0","0","1",8.00000000000000,45.00000000000000
-62,65,0,"13","2","0","0","2",16.00000000000000,135.00000000000000
-62,57,0,"13","3","0","0","3",24.00000000000000,225.00000000000000
-70,57,0,"13","4","0","0","4",32.00000000000000,315.00000000000000
-83.25,76.5,0,"16","0","0","0","0",0.00000000000000,45.00000000000000
-46.5,76.5,0,"16","1","0","0","1",36.75000000000000,135.00000000000000
-46.5,72.0,0,"16","2","0","0","2",41.25000000000000,225.00000000000000
-83.25,72.0,0,"16","3","0","0","3",78.00000000000000,315.00000000000000
-83.25,76.5,0,"16","4","0","0","4",82.50000000000000,45.00000000000000
-46.5,72.0,0,"14","0","0","0","0",0.00000000000000,135.03769068245535
-46.5,65.0,0,"14","1","0","0","1",7.00000000000000,225.00000000000000
-72,65,0,"14","2","0","0","2",32.50000000000000,315.00000000000000
-72,72.0335491711719,0,"14","3","0","0","3",39.53354917117190,45.03769068245538
-46.5,72.0,0,"14","4","0","0","4",65.03357124070914,135.03769068245535
-46.5,65.0,0,"15","0","0","0","0",0.00000000000000,135.00000000000000
-46.5,58.5,0,"15","1","0","0","1",6.50000000000000,225.00000000000000
-56,58.5,0,"15","2","0","0","2",16.00000000000000,315.00000000000000
-56,65,0,"15","3","0","0","3",22.50000000000000,45.00000000000000
-46.5,65.0,0,"15","4","0","0","4",32.00000000000000,135.00000000000000
-62,61.5,0,"18","0","0","0","0",0.00000000000000,45.00000000000000
-59,61.5,0,"18","1","0","0","1",3.00000000000000,135.00000000000000
-59,58.5,0,"18","2","0","0","2",6.00000000000000,135.00000000000000
-53,58.5,0,"18","3","0","0","3",12.00000000000000,135.00000000000000
-53,51.5,0,"18","4","0","0","4",19.00000000000000,225.00000000000000
-62,51.5,0,"18","5","0","0","5",28.00000000000000,315.00000000000000
-62,61.5,0,"18","6","0","0","6",38.00000000000000,45.00000000000000
-59,58.5,0,"19","0","0","0","0",0.00000000000000,315.00000000000000
-59,61.5,0,"19","1","0","0","1",3.00000000000000,315.00000000000000
-62,61.5,0,"19","2","0","0","2",6.00000000000000,315.00000000000000
-62,65,0,"19","3","0","0","3",9.50000000000000,45.00000000000000
-56,65,0,"19","4","0","0","4",15.50000000000000,135.00000000000000
-56,58.5,0,"19","5","0","0","5",22.00000000000000,225.00000000000000
-59,58.5,0,"19","6","0","0","6",25.00000000000000,315.00000000000000
-53,58.5,0,"20","0","0","0","0",0.00000000000000,45.00000000000000
-46.5,58.5,0,"20","1","0","0","1",6.50000000000000,135.00000000000000
-46.5,51.5,0,"20","2","0","0","2",13.50000000000000,225.00000000000000
-53,51.5,0,"20","3","0","0","3",20.00000000000000,315.00000000000000
-53,58.5,0,"20","4","0","0","4",27.00000000000000,45.00000000000000
