Iteration   Cost 	vi_1 	vi_2 	vi_3 	vi_4 	vi_5 	vi_6 	vi_7 	vi_8 	vi_9 	vi_10 	vi_11 	vi_12 	vi_13 	vi_14 	vi_15 	vi_16 	vi_17 	vi_18 	vi_19 	vi_20 	vi_21 	vi_22 	vi_23 	vi_24 	vi_25 	vi_26 	vi_27 	vi_28 	vi_29 	vi_30
19 	1.0580537291627945E7 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	1025.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0
20 	1.0580400002996365E7 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	1025.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0
21 	1.0580537291627945E7 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	1025.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0
22 	1.0580106570250904E7 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	1025.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0
23 	1.0580537291627945E7 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	1025.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0
24 	1.0580537291627945E7 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	1025.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0
25 	1.058041790190398E7 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	1025.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0
26 	1.0580537291627945E7 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	1025.0 	25.0 	25.0 	25.0 	25.0 	25.0
27 	1.0580537291627945E7 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	1025.0 	25.0 	25.0 	25.0 	25.0
28 	1.0580537291627945E7 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	1025.0 	25.0 	25.0 	25.0
29 	1.0580537291627945E7 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	1025.0 	25.0 	25.0
30 	1.0580537291627945E7 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	1025.0 	25.0
31 	1.0580537291627945E7 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	25.0 	1025.0
32 	1.0579690471877975E7 	24.999999999997836 	25.000000000000124 	2591.027867978805 	24.999999999999872 	24.999999999997655 	24.999999999998074 	25.000000000000238 	25.000000000000096 	24.99999999999931 	24.999999999999257 	24.9999999999989 	24.999999999999 	25.000000000000284 	24.9999999999998 	24.999999999999815 	1024.7752997932248 	25.00000000000009 	24.999999999999204 	25.000000000001968 	25.00000000000008 	25.000000000000078 	24.999999999999993 	24.999999999999435 	7459.196832227983 	24.999999999999645 	24.99999999999908 	24.999999999999584 	25.00000000000035 	24.999999999999794 	24.99999999999931
-1 	1.0579690471877975E7 	24.999999999997836 	25.000000000000124 	2591.027867978805 	24.999999999999872 	24.999999999997655 	24.999999999998074 	25.000000000000238 	25.000000000000096 	24.99999999999931 	24.999999999999257 	24.9999999999989 	24.999999999999 	25.000000000000284 	24.9999999999998 	24.999999999999815 	1024.7752997932248 	25.00000000000009 	24.999999999999204 	25.000000000001968 	25.00000000000008 	25.000000000000078 	24.999999999999993 	24.999999999999435 	7459.196832227983 	24.999999999999645 	24.99999999999908 	24.999999999999584 	25.00000000000035 	24.999999999999794 	24.99999999999931
